"project_id"	"source_id"	"headline"	"agency"	"date"
1153	2404	"Mauritius hopes China investment will spur economy"	"Reuters News"	"17 May 2007"
20089	6125	"Mauritius, China sign five-million loan agreement"	"BBC Monitoring Africa"	"25 January 2005"
1144	2385	"Mauritius, China sign five-million loan agreement"	"BBC Monitoring Africa"	"25 January 2005"
21229	6391	"Mauritius, China sign five-million loan agreement"	"BBC Monitoring Africa"	"25 January 2005"
20881	6311	"Mauritius, China sign five-million loan agreement"	"BBC Monitoring Africa"	"25 January 2005"
20104	6139	"Mauritius, China sign five-million loan agreement"	"BBC Monitoring Africa"	"25 January 2005"
945	1986	"Meles Holds Talks With Spanish, Chinese Senior Officials"	"All Africa"	"28 February 2006"
550	1282	"Methanex plans development of a dimethyl ether plant in Egypt"	"The Canadian Press"	"11 December 2007"
1094	2253	"Migration Calls for Cross-Border Health Policies [interview]"	"All Africa"	"31 March 2009"
1093	2252	"Migration Calls for Cross-Border Health Policies [interview]"	"All Africa"	"31 March 2009"
27650	6909	"Migration Calls for Cross-Border Health Policies [interview]"	"All Africa"	"31 March 2009"
450	1063	"Mining Concessions in Return for Chinese Aid"	"Africa Mining Intelligence"	"12 December 2007"
1991	3907	"Mining Consortium Plans N90b Power Station"	"All Africa"	"21 September 2007"
518	1208	"Mining: Gabon"	"Economist Intelligence Unit - Business Africa"	"1 June 2008"
632	1412	"Mining: Gabon"	"Economist Intelligence Unit - Business Africa"	"1 August 2005"
665	1472	"Minister of Investment and CEO of (CADFund) discuss increasing Chinese investments in North-West Suez Gulf Economic Zone and Upper Egypt-Red Sea Road projects"	"Mist News"	"9 September 2009"
506	1185	"Minister of Investment and CEO of (CADFund) discuss increasing Chinese investments in North-West Suez Gulf Economic Zone and Upper Egypt-Red Sea Road projects"	"Mist News"	"9 September 2009"
664	1466	"Minister of Investment and CEO of (CADFund) discuss increasing Chinese investments in North-West Suez Gulf Economic Zone and Upper Egypt-Red Sea Road projects"	"Mist News"	"9 September 2009"
581	1333	"Ministry Receives Equipments in Donation From Xinhua News Agency"	"All Africa"	"25 November 2008"
16178	5432	"Mixed reaction to new textile quotas"	"ISI Emerging Markets Africawire"	"4 September 2006"
20408	6210	"MMCZ, Chinese Nickel Company Sign MOU"	"All Africa"	"7 August 2009"
1205	2492	"MOFA raises China card ahead of polls"	"The China Post"	"11 January 2008"
1117	2322	"Mombasa, China's Tianjin Port in Link-Up"	"All Africa"	"10 April 2007"
2242	4341	"Mondeh Continues Giving Hope to Farmers"	"All Africa"	"9 February 2006"
1822	3611	"Monrovia, Beijing sign economic, technical cooperation deal"	"APANEWS"	"28 September 2011"
1820	3608	"Monrovia, Beijing sign economic, technical cooperation deal"	"APANEWS"	"28 September 2011"
24920	6795	"Monrovia, Beijing sign economic, technical cooperation deal"	"APANEWS"	"28 September 2011"
284	720	"More Chinese Aid To Develop Cameroon."	"All Africa"	"7 April 2003"
274	701	"More Chinese Aid To Develop Cameroon."	"All Africa"	"7 April 2003"
282	717	"More Chinese Aid To Develop Cameroon."	"All Africa"	"7 April 2003"
281	715	"More Chinese Aid To Develop Cameroon."	"All Africa"	"7 April 2003"
1230	2539	"More Chinese Doctors for Mozambique"	"All Africa"	"22 September 2010"
1218	2517	"More Chinese Funds for Projects in Mozambique"	"All Africa"	"18 June 2010"
1219	2518	"More Chinese Funds for Projects in Mozambique"	"All Africa"	"18 June 2010"
1807	3581	"Moroccan premier, Chinese official sign cooperation agreement."	"BBC Monitoring Middle East - Political"	"22 May 2001"
2061	4043	"Moroccan, Chinese foreign ministers discuss cooperation"	"BBC Monitoring Middle East"	"11 January 2010"
1863	3685	"Morocco and China to Increase Health Cooperation"	"Al-Bawaba News"	"20 October 2004"
2056	4035	"Morocco calls on China to open up its markets for Morocco's products"	"Agence Maghreb Arabe Presse"	"12 October 2009"
1797	3563	"Morocco, China examine bilateral economic ties."	"BBC Monitoring Middle East"	"21 October 2002"
2045	4018	"Morocco, China sign seven cooperation agreements"	"BBC Monitoring Middle East"	"24 April 2006"
2042	4015	"Morocco, China sign seven cooperation agreements"	"BBC Monitoring Middle East"	"24 April 2006"
2044	4017	"Morocco, China sign seven cooperation agreements"	"BBC Monitoring Middle East"	"24 April 2006"
2047	4020	"Morocco, China sign seven cooperation agreements"	"BBC Monitoring Middle East"	"24 April 2006"
2046	4019	"Morocco, China sign seven cooperation agreements"	"BBC Monitoring Middle East"	"24 April 2006"
2043	4016	"Morocco, China sign seven cooperation agreements"	"BBC Monitoring Middle East"	"24 April 2006"
1842	3643	"Morocco, China sign several cooperation agreements."	"BBC Monitoring Middle East - Political"	"27 August 2002"
1838	3636	"Morocco, China sign several cooperation agreements."	"BBC Monitoring Middle East - Political"	"27 August 2002"
1840	3638	"Morocco, China sign several cooperation agreements."	"BBC Monitoring Middle East - Political"	"27 August 2002"
1841	3641	"Morocco, China sign several cooperation agreements."	"BBC Monitoring Middle East - Political"	"27 August 2002"
1839	3637	"Morocco, China sign several cooperation agreements."	"BBC Monitoring Middle East - Political"	"27 August 2002"
2038	4010	"Morocco, China to evaluate Phosphoric Acid project."	"Middle East and North Africa Today"	"6 September 2005"
1126	2333	"Morocco's AMDI, China Investment Promotion Agency sign MoU"	"Agence Maghreb Arabe Presse"	"22 March 2011"
2055	4034	"Morocco's Riad Motors plans Chinese vehicle plant"	"Reuters News"	"19 May 2008"
1217	2516	"Mozambique receives interest-free 14.7m-dollar loan from China"	"BBC Monitoring Africa"	"15 January 2010"
750	1636	"Mozambique, China sign protocol agreement."	"BBC Monitoring Africa - Political"	"12 July 2002"
31	71	"MPs Divided Over Chinese Loan"	"All Africa"	"14 July 2006"
11563	4936	"MPs Put Disaster Minister Put to Task"	"All Africa"	"10 April 2008"
15811	5370	"Mpumalanga Determined to Stop Attacks On Tourists."	"All Africa"	"22 February 2002"
20035	6108	"Msika Commissions Roads Equipment"	"All Africa"	"1 August 2008"
14585	5247	"MTN, Huawei Launch 3.5g Services"	"All Africa"	"21 July 2010"
1541	3062	"MTS, Chinese Firms in a N40.5b Pact"	"All Africa"	"8 April 2004"
17584	5692	"Mugabe commissions planes praising China"	"Agence France Presse"	"4 May 2005"
18208	5802	"Mugabe sells bankrupt Zimbabwe's assets to China"	"www.theage.com.au [http://www.theage.com.au]"	"30 July 2005"
21962	6493	"Mugabe’s bank grudge"	"The Sunday Times"	"6 March 2011"
16589	5526	"Mujuru Battles With Flawed Contract."	"All Africa"	"16 June 2000"
12448	5035	"Mulago, Jinja Hospitals Get Laboratory Equipment"	"All Africa"	"6 July 2009"
22121	6524	"Multi-Billion Dollar Projects in Pipeline"	"All Africa"	"26 October 2010"
26654	6880	"Multi-Billion Dollar Projects in Pipeline"	"All Africa"	"26 October 2010"
20887	6321	"Multi-Billion Dollar Projects in Pipeline"	"All Africa"	"26 October 2010"
26668	6884	"Multi-Billion Dollar Projects in Pipeline"	"All Africa"	"26 October 2010"
26661	6882	"Multi-Billion Dollar Projects in Pipeline"	"All Africa"	"26 October 2010"
26657	6881	"Multi-Billion Dollar Projects in Pipeline"	"All Africa"	"26 October 2010"
26665	6883	"Multi-Billion Dollar Projects in Pipeline"	"All Africa"	"26 October 2010"
21555	6447	"Multi-Billion Dollar Projects in Pipeline"	"All Africa"	"26 October 2010"
20463	6227	"Mutambara Hails Sino-Zim Relations"	"All Africa"	"24 June 2009"
20261	6186	"Mutambara Hails Sino-Zim Relations"	"All Africa"	"24 June 2009"
11672	4949	"Nairobi University to Teach Chinese"	"All Africa"	"29 January 2004"
1225	2530	"Nairobi University to Teach Chinese"	"All Africa"	"29 January 2004"
11678	4950	"Nairobi University to Teach Chinese"	"All Africa"	"29 January 2004"
1042	2158	"Nairobi University to Teach Chinese"	"All Africa"	"29 January 2004"
11667	4948	"Nairobi University to Teach Chinese"	"All Africa"	"29 January 2004"
1293	2662	"Namibia added to China's approved tourism destinations"	"Industry Updates"	"20 December 2005"
1320	2700	"Namibia Should Tap Chinese Largesse"	"All Africa"	"4 October 2007"
1319	2699	"Namibia Should Tap Chinese Largesse"	"All Africa"	"4 October 2007"
25430	6829	"Namibia Should Tap Chinese Largesse"	"All Africa"	"4 October 2007"
1289	2652	"Namibia, Angola Eye Reviving Hydropower Plans"	"All Africa"	"17 August 2005"
1339	2730	"Namibia, China hold talks to strengthen cooperation in agriculture, fisheries"	"BBC Monitoring Africa"	"28 January 2010"
11079	4862	"Namibia, China sign ""yet another"" cooperation agreement on economy, trade"	"BBC Monitoring Africa"	"19 November 2005"
1292	2661	"Namibia, China sign ""yet another"" cooperation agreement on economy, trade"	"BBC Monitoring Africa"	"19 November 2005"
1317	2695	"Namibia, China Strengthen Cooperation"	"All Africa"	"28 January 2008"
11483	4911	"Namibia, China Strengthen Cooperation"	"All Africa"	"28 January 2008"
11492	4914	"Namibia, China Strengthen Cooperation"	"All Africa"	"28 January 2008"
11439	4896	"Namibia, China volume of trade grows despite global financial crisis"	"BBC Monitoring Africa"	"26 January 2010"
11453	4901	"Namibia, China volume of trade grows despite global financial crisis"	"BBC Monitoring Africa"	"26 January 2010"
11472	4907	"Namibia, China volume of trade grows despite global financial crisis"	"BBC Monitoring Africa"	"26 January 2010"
11419	4890	"Namibia, China volume of trade grows despite global financial crisis"	"BBC Monitoring Africa"	"26 January 2010"
1254	2577	"Namibia: Transport and communications"	"Economist Intelligence Unit - ViewsWire"	"31 July 2003"
1487	2980	"Namibian president meets Chinese state councilor on friendly ties"	"Xinhua News Agency"	"30 November 2011"
1298	2668	"Namibian president opens chinese business centre"	"BBC Monitoring Africa"	"12 June 2006"
1226	2534	"Namibian president plans visit to China"	"Agence France Presse"	"17 November 2005"
131	313	"Namibian president plans visit to China"	"Agence France Presse"	"17 November 2005"
20216	6174	"Nation a Key Partner, Says China"	"All Africa"	"14 February 2011"
897	1913	"NATION SHARES KNOW-HOW TO AID DEVELOPMENT"	"China Daily"	"4 November 2006"
2463	4753	"Nation, China Sign Two Agreements At 160 Million Chinese Yuan for Boosting Economic Cooperation, Humanitarian Assistance"	"All Africa"	"22 February 2011"
2464	4754	"Nation, China Sign Two Agreements At 160 Million Chinese Yuan for Boosting Economic Cooperation, Humanitarian Assistance"	"All Africa"	"22 February 2011"
2470	4762	"Nation, China Sign Two Agreements At 160 Million Chinese Yuan for Boosting Economic Cooperation, Humanitarian Assistance"	"All Africa"	"22 February 2011"
865	1863	"National Daily Press Review - Abidjan [press release]"	"All Africa"	"5 October 2011"
1656	3305	"Natural Resources Begging for Exploitation"	"LiquidAfrica Holding Limited"	"15 March 2004"
1284	2636	"NBC Receives Equipment From CCTV"	"All Africa"	"8 April 2005"
976	2042	"NetOne Eyes 7 Million Subscribers"	"All Africa"	"7 June 2010"
976	2041	"NetOne signs USD 45 mln loan agreement with China Exim Bank"	"Telecompaper Africa"	"17 March 2011"
1421	2862	"NEW AFRICAN FACTORY."	"China Daily"	"16 September 2002"
411	968	"New building of Moroni international airport completed"	"Xinhua News Agency"	"27 December 2007"
1668	3328	"New Chinese Aid Will Benefit Country"	"All Africa"	"2 October 2008"
2397	4630	"New Chinese Protectorate?"	"Africa Energy Intelligence"	"22 July 2009"
630	1409	"New Consortium for Mining Complex in Northern Gabon"	"WMRC Daily Analysis"	"21 April 2005"
629	1404	"New Egyptian-Chinese Project in Suez"	"Mist News"	"26 May 2008"
626	1400	"New Egyptian-Chinese Project in Suez"	"Mist News"	"26 May 2008"
625	1399	"New Egyptian-Chinese Project in Suez"	"Mist News"	"26 May 2008"
604	1358	"New Egyptian-Chinese Project in Suez"	"Mist News"	"26 May 2008"
1273	2616	"New Mall for Shoppers"	"All Africa"	"10 January 2005"
1325	2706	"New Operation Theatres and Wards Project for Victoria Hospital"	"Targeted News Service"	"24 March 2010"
1220	2519	"New School of Visual Arts Inaugurated in Maputo"	"All Africa"	"12 November 2010"
3	7	"New transport investment surges continentwide"	"African Business"	"1 December 2009"
13760	5160	"New tribulations in sight for UC Rusal"	"Africa Mining Intelligence"	"29 June 2011"
1664	3319	"News from the food front"	"Vancouver Sun"	"28 April 2008"
2137	4172	"News Highlights: Top Energy Stories Of The Day"	"Dow Jones Energy Service"	"28 November 2011"
621	1394	"NEWS IN BRIEF"	"Daily News Egypt"	"25 December 2008"
665	1467	"News in Brief"	"Daily News Egypt"	"30 December 2008"
667	1475	"News in brief"	"Daily News Egypt"	"15 January 2009"
670	1477	"News in brief"	"Daily News Egypt"	"12 April 2009"
541	1254	"News in brief"	"Daily News Egypt"	"4 December 2008"
669	1476	"News in brief"	"Daily News Egypt"	"15 January 2009"
615	1385	"News in Brief"	"Daily News Egypt"	"30 December 2008"
2133	4164	"NGM RESOURCES LIMITED; Quarterly Activities and Cashflow Reports"	"ASX ComNews (Text version of ASX Company Announcements)""www.ngmresources.com.au [http://www.ngmresources.com.au]"	"30 January 2008"
122	287	"Niger cancels China-Libya telecom deal"	"The Globe and Mail"	"14 February 2009"
14267	5215	"Niger revokes Libyan telecom deal"	"Reuters News"	"14 June 2011"
2133	4162	"Niger secures $99 mln China loan for uranium mine"	"Reuters News"	"1 April 2011"
256	663	"Niger secures $99 mln China loan for uranium mine"	"Reuters News"	"1 April 2011"
256	664	"Niger Uranium Ltd Niger Exploration Drilling Commences"	"Regulatory News Service"	"15 October 2010"
1949	3827	"Niger, China sign agreement worth 5.3 mln dollars"	"Xinhua News Agency"	"7 November 2007"
1806	7159	"Niger, Chinese Coy in Ethanol Production Pact"	"All Africa"	"14 August 2006"
163	417	"Nigeria accepts China's 300m dollar loan for telecommunication project."	"BBC Monitoring Africa"	"22 October 2002"
1420	2861	"Nigeria accepts China's 300m dollar loan for telecommunication project."	"BBC Monitoring Africa"	"22 October 2002"
28482	6972	"Nigeria accepts China's 300m dollar loan for telecommunication project."	"BBC Monitoring Africa"	"22 October 2002"
1714	3422	"Nigeria agrees to buy fighter aircraft from China"	"Reuters News"	"28 September 2005"
1706	3400	"Nigeria asks Chinese firm to make anti-retrovirals there"	"BBC Monitoring Africa"	"30 November 2004"
1951	3830	"Nigeria Awards Preferential Bidding Rights"	"International Oil Daily"	"19 April 2007"
1540	3059	"Nigeria eyes China's interest in refineries"	"Platts Oilgram Price Report"	"26 October 2004"
1542	3064	"Nigeria eyes China's interest in refineries"	"Platts Oilgram Price Report"	"26 October 2004"
1714	3421	"Nigeria interested in acquiring ""modern"" Chinese combat aircraft, minister says"	"BBC Monitoring Africa"	"20 May 2006"
1416	2850	"Nigeria invites China to boost food production."	"Reuters News"	"8 August 2002"
1714	3423	"Nigeria rebuilds air force with $220m deal for F-7s."	"Flight International"	"2 August 2005"
1809	3588	"Nigeria Signs Infrastructure Agreement with Chinese Firm"	"IHS Global Insight Daily Analysis"	"28 October 2009"
195	530	"Nigeria Signs Infrastructure Agreement with Chinese Firm"	"IHS Global Insight Daily Analysis"	"28 October 2009"
1416	2851	"Nigeria to spend 20 million dollars on agricultural programme."	"OPECNA Bulletin"	"9 August 2002"
1539	3058	"Nigeria, China discuss planned cooperation in arms manufacturing"	"BBC Monitoring Africa"	"20 September 2004"
1851	3658	"Nigeria, China Sign $2bn MoU On Rail"	"All Africa"	"17 March 2006"
1806	3580	"Nigeria, China sign agreement on ethanol production"	"Xinhua News Agency"	"11 August 2006"
1821	3610	"Nigeria, China sign bilateral agreements"	"BBC Monitoring Africa"	"27 April 2006"
1818	3606	"Nigeria, China sign bilateral agreements"	"BBC Monitoring Africa"	"27 April 2006"
1823	3612	"Nigeria, China sign bilateral agreements"	"BBC Monitoring Africa"	"27 April 2006"
1852	3659	"Nigeria, China sign bilateral agreements"	"BBC Monitoring Africa"	"27 April 2006"
1704	3397	"Nigeria, China Sign Protocol Agreement"	"LiquidAfrica Holding Limited"	"22 June 2004"
15270	5321	"Nigeria, Chinese discuss ""missing"" satellite"	"Inside Satellite TV""http://www.m2.com  [http://www.m2.com]"	"30 November 2008"
1712	3410	"Nigeria, Chinese discuss ""missing"" satellite"	"Inside Satellite TV""http://www.m2.com  [http://www.m2.com]"	"30 November 2008"
28482	6967	"Nigeria, Chinese Firm Sign Telecom Agreement"	"All Africa"	"7 September 2004"
163	412	"Nigeria, Chinese Firm Sign Telecom Agreement"	"All Africa"	"7 September 2004"
1420	2856	"Nigeria, Chinese Firm Sign Telecom Agreement"	"All Africa"	"7 September 2004"
1705	3399	"Nigeria, Chinese Firm Sign Telecom Agreement"	"All Africa"	"7 September 2004"
2134	4168	"Nigeria,Chinese Govts Sign N107.4 Million Contract to Build Rural Schools"	"All Africa"	"31 July 2009"
193	522	"Nigeria: Chinese invasion goes on"	"Energy Compass"	"26 November 2004"
1707	3402	"Nigeria: Chinese invasion goes on"	"Energy Compass"	"26 November 2004"
1993	3909	"Nigeria: Chinese shipping firm plans to invest 12bn dollars in free trade zone"	"BBC Monitoring Africa"	"27 December 2007"
2138	4182	"Nigeria: FG, Chinese firm sign $1bn agreement on construction of mass housing"	"Plus News Pakistan"	"31 December 2009"
1386	2803	"Nigeria's VP welcomes China's interests in power sector"	"Agence France-Presse"	"13 November 2001"
1388	2805	"Nigerian president urges China to buy more oil."	"Reuters News"	"28 August 2001"
880	1887	"No Water Or Electricity in Capital for Three Days"	"All Africa"	"12 November 2003"
16478	5503	"No. 389 October 13"	"The Economic Observer""http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115906.html [http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115906.html]""http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115911.html [http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115911.html]""http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115913.html [http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115913.html]""http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115921.html [http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115921.html]""http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115924.html [http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115924.html]""http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115928.html [http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115928.html]""http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115932.html [http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115932.html]""http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115934.html [http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115934.html]""http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115903.html [http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115903.html]""http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115961.html [http://www.eeo.com.cn/eobserve/eeo/jjgcb/2008/10/13/115961.html]"	"13 October 2008"
16121	5423	"North West, Chinese Province Sign Agreements"	"All Africa"	"11 August 2004"
952	1995	"Notes following Briefing by Deputy Foreign Minister Aziz Pahad"	"All Africa"	"25 January 2007"
951	1994	"Notes following Briefing by Deputy Foreign Minister Aziz Pahad"	"All Africa"	"25 January 2007"
1309	2683	"Notes following Briefing by Deputy Foreign Minister Aziz Pahad"	"All Africa"	"25 January 2007"
19020	5948	"Notes following Briefing by Deputy Foreign Minister Aziz Pahad"	"All Africa"	"25 January 2007"
1308	2679	"Notes following Briefing by Deputy Foreign Minister Aziz Pahad"	"All Africa"	"25 January 2007"
14484	5241	"NRM Caucus, Chinese, MTN and Tullow Oil Firm Provide Millions in Aid"	"All Africa"	"4 March 2010"
18121	5788	"NRZ Locomotives China Deal Derailed"	"All Africa"	"27 February 2006"
1708	3403	"Obasanjo Says Nigeria's an Investment Haven"	"All Africa"	"8 September 2004"
1652	3297	"Offshore Disturbance: Global Fishing Trade Depletes African Waters --- Poor Nations Get Cash, The Rich Send Trawlers; A Dearth of Octopus"	"The Wall Street Journal""License this article from Dow Jones Reprint Service [http://www.djreprints.com/link/DJRFactiva.html?FACTIVA=wjco20070718000097]"	"18 July 2007"
1069	2210	"Oil - Chinese Are Coming, But is Kenya Ready?"	"All Africa"	"16 May 2006"
1330	2712	"OIL AND GAS; U.S. stake in Russia's Shtokman project at risk because of cooling relations"	"Greenwire"	"22 May 2006"
107	244	"Oil cos to invest $74 mln in Sao Tome/Nigeria zone"	"Reuters News"	"12 March 2007"
2025	3963	"Oil cos to invest $74 mln in Sao Tome/Nigeria zone"	"Reuters News"	"12 March 2007"
1649	3292	"Oil Transmission Pipeline Project in Libya Starts Construction."	"China Chemical Reporter"	"26 January 2003"
409	965	"On island off Africa, China hopes to wipe out malaria"	"International Herald Tribune"	"6 June 2007"
1553	3090	"On Us$3m Chinese Grant: Lawmakers Misinformed - Finance, Foreign Affairs Distance Themselves"	"All Africa"	"8 December 2003"
1260	2589	"Ongwediva Opens N$7M Building"	"All Africa"	"14 May 2004"
25399	6827	"Ongwediva Opens N$7M Building"	"All Africa"	"14 May 2004"
1259	2588	"Ongwediva Opens N$7M Building"	"All Africa"	"14 May 2004"
2069	4055	"Opposition snubs Chinese aid to the Seychelles"	"The Indian Ocean Newsletter"	"29 March 2008"
1488	2981	"Ore Mine Could Open By 2016"	"All Africa"	"5 December 2011"
1651	3296	"Origo Sino-India PLC - Letter of Intent Signed"	"Regulatory News Service"	"22 June 2007"
21546	6446	"Over 30 to Attend Xinhua Photojournalism Workshop"	"All Africa"	"22 October 2010"
785	1714	"PACTS SIGNED WITH 3 NATIONS"	"China Daily"	"17 September 2008"
17322	5651	"Parliament Gets Equipment"	"All Africa"	"10 June 2004"
1996	3918	"PetroChina Group to Invest USD5bn in Nigerian Oil Block"	"SinoCast China Business Daily News (Abstracts)"	"5 June 2008"
14935	5279	"PetroChina Group to Invest USD5bn in Nigerian Oil Block"	"SinoCast China Business Daily News (Abstracts)"	"5 June 2008"
14927	5278	"PetroChina Group to Invest USD5bn in Nigerian Oil Block"	"SinoCast China Business Daily News (Abstracts)"	"5 June 2008"
859	1854	"PetrocI and Sodemi’s Chinese whispers"	"The West Africa Newsletter"	"7 April 2011"
1998	3921	"Petrol One to Build Niger’s Second Refinery"	"World Refining"	"4 November 2008"
2137	4176	"Petrol One to Build Niger’s Second Refinery"	"World Refining"	"4 November 2008"
1768	3518	"Phase Two of Bui Hydro Project Takes Off"	"All Africa"	"4 December 2008"
183	480	"Phase Two of Bui Hydro Project Takes Off"	"All Africa"	"4 December 2008"
19403	6013	"Pingdingshan Coal Group to Exploit Coalmines in Zimbabwe"	"SinoCast China Business Daily News (Abstracts)"	"16 October 2007"
18084	5776	"Pingdingshan Coal Group to Exploit Coalmines in Zimbabwe"	"SinoCast China Business Daily News (Abstracts)"	"16 October 2007"
18084	5775	"Pingmei International to Exploit Coal Mine in Zimbabwe"	"China Industry Daily News""www.chinainfoworld.com   [http://www.chinainfoworld.com]"	"17 October 2007"
19403	6012	"Pingmei International to Exploit Coal Mine in Zimbabwe"	"China Industry Daily News""www.chinainfoworld.com   [http://www.chinainfoworld.com]"	"17 October 2007"
416	980	"Pipeline &amp; Gas Journal's 2009 international pipeline construction report."	"Pipeline &amp; Gas Journal"	"1 August 2009"
1983	3892	"Plans for New $40 Million Five-Star Hotel Unveiled"	"All Africa"	"9 October 2008"
1540	3060	"Platt's - Nigeria sets up committee to study China's interest in refineries."	"Platts Commodity News"	"25 October 2004"
1638	3270	"PLATTS - Libya signs oil agreement with China - agency."	"Platts Commodity News"	"14 April 2002"
1635	3265	"PLATTS - Libya signs oil agreement with China - agency."	"Platts Commodity News"	"14 April 2002"
1642	3274	"PLATTS - Libya signs oil agreement with China - agency."	"Platts Commodity News"	"14 April 2002"
1641	3273	"PLATTS - Libya signs oil agreement with China - agency."	"Platts Commodity News"	"14 April 2002"
1639	3271	"PLATTS - Libya signs oil agreement with China - agency."	"Platts Commodity News"	"14 April 2002"
1643	3276	"PLATTS - Libya signs oil agreement with China - agency."	"Platts Commodity News"	"14 April 2002"
2278	4410	"PLATTS - Libya signs oil agreement with China - agency."	"Platts Commodity News"	"14 April 2002"
1649	3286	"PLATTS - Libya signs oil agreement with China - agency."	"Platts Commodity News"	"14 April 2002"
1632	3262	"PLATTS - Libya signs oil agreement with China - agency."	"Platts Commodity News"	"14 April 2002"
11570	4937	"Police Have Only One Handwriting Expert"	"All Africa"	"30 April 2008"
679	1489	"Polish daily hails USA's policy towards China"	"BBC Monitoring European"	"11 August 2010"
1163	2428	"Port Louis and Grand Bay to be Covered by CCTV Surveillance System"	"Targeted News Service"	"11 December 2009"
726	1594	"Potholes surfacing in China's road to Africa"	"Business Times Singapore"	"29 November 2006"
17503	5682	"Powertel Gets Key Chinese Funding"	"All Africa"	"29 September 2004"
1623	3243	"PRC Promises More Support as Sino-Liberian Relations Gain Momentum"	"All Africa"	"24 October 2006"
725	1593	"Premier Back Home After Attending FOCAC Summit"	"All Africa"	"7 November 2006"
12635	5052	"Premier Back Home After Attending FOCAC Summit"	"All Africa"	"7 November 2006"
639	1427	"Premier Meles in talks with Chinese minister, gets relief assistance."	"BBC Monitoring Africa"	"25 November 2002"
639	1428	"Premier Meles in talks with Chinese minister, gets relief assistance."	"BBC Monitoring Africa"	"25 November 2002"
12174	4985	"Premier Meles in talks with Chinese minister, gets relief assistance."	"BBC Monitoring Africa"	"25 November 2002"
560	1296	"Premier Meles in talks with Chinese minister, gets relief assistance."	"BBC Monitoring Africa"	"25 November 2002"
562	1299	"Premier Meles in talks with Chinese minister, gets relief assistance."	"BBC Monitoring Africa"	"25 November 2002"
650	1443	"Premier Meles in talks with Chinese minister, gets relief assistance."	"BBC Monitoring Africa"	"25 November 2002"
468	1099	"Premier, Egyptian counterpart witness signing of three pacts."	"BBC Monitoring Asia Pacific - Political"	"20 April 2002"
1719	3432	"Pres. Sirleaf Hails Sino-Africa Partnership, Says It Increases Continent's Chances"	"All Africa"	"9 November 2009"
895	1908	"President assures PM Wen Jiabao Guinea-Bissau sticking to one-China policy"	"BBC Monitoring Asia Pacific"	"1 November 2006"
17281	5648	"President Calls for Stronger Ties With China"	"All Africa"	"19 May 2004"
766	1674	"President Chissano Inaugurates Conference Centre."	"All Africa"	"25 June 2003"
2366	6993	"President Conté's Chinese Strategy"	"Africa Mining Intelligence"	"30 January 2008"
35	79	"President Dos Santos Addresses Message to Chinese Counterpart"	"All Africa"	"28 May 2004"
22458	6586	"President Hails Chinese Support"	"All Africa"	"9 November 2011"
591	1345	"President Isaias Holds Talks With Delegation From Chinese Exim Bank"	"All Africa"	"13 July 2010"
1774	3530	"President Kufuor Comments On Boycotting NDC Parliamentarians"	"All Africa"	"9 February 2007"
1450	2912	"President Kufuor receives visiting Chinese parliamentary delegation."	"BBC Monitoring Africa - Economic"	"24 May 2001"
20457	6223	"President Leaves for China-Africa Summit"	"All Africa"	"9 November 2009"
20443	6218	"President Leaves for China-Africa Summit"	"All Africa"	"9 November 2009"
20463	6229	"President Leaves for China-Africa Summit"	"All Africa"	"9 November 2009"
20451	6222	"President Leaves for China-Africa Summit"	"All Africa"	"9 November 2009"
16372	5480	"President Mbeki warmly welcomes China-South Africa cultural programme"	"BBC Monitoring Asia Pacific"	"30 November 2006"
26214	7136	"President Meets Chinese Delegation"	"All Africa"	"20 December 2005"
497	1164	"President meets visiting Chinese foreign minister."	"BBC Monitoring Africa - Political"	"10 January 2002"
21480	6439	"President Mugabe Hails China"	"All Africa"	"8 July 2010"
21460	6435	"President Mugabe Hails China"	"All Africa"	"8 July 2010"
16688	5546	"President Mugabe Inaugurates Sino-Zimbabwe Cement Plant."	"Xinhua News Agency"	"26 October 2001"
896	1912	"President of Guinea-Bissau Visits China"	"Global Insight Daily Analysis"	"1 November 2006"
22136	6527	"President Opens Renal Institute"	"All Africa"	"28 March 2011"
